日期,阅读次数,阅读人数,分享次数,分享人数,阅读原文次数,阅读原文人数,收藏次数,收藏人数,群发篇数
2023-03-10,40,18,0,0,0,0,0,0,0
2023-03-11,10,10,0,0,0,0,0,0,0
2023-03-12,36,22,4,4,0,0,0,0,0
2023-03-13,16,8,0,0,0,0,0,0,0
2023-03-14,20,12,0,0,0,0,0,0,0
2023-03-15,36,21,2,2,0,0,1,1,0
2023-03-16,4,4,0,0,0,0,0,0,0
2023-03-17,24,14,0,0,0,0,0,0,0
2023-03-18,6,6,0,0,0,0,0,0,0
2023-03-19,2,2,0,0,0,0,0,0,0
2023-03-20,36,29,8,4,0,0,0,0,0
2023-03-21,12,12,0,0,0,0,0,0,0
2023-03-22,10,7,2,2,0,0,0,0,0
2023-03-23,14,11,0,0,0,0,0,0,0
2023-03-24,10,8,0,0,0,0,0,0,0
2023-03-25,0,0,0,0,0,0,0,0,0
2023-03-26,6,6,0,0,0,0,0,0,0
2023-03-27,18,15,0,0,0,0,0,0,0
2023-03-28,24,19,2,2,0,0,0,0,0
2023-03-29,28,20,0,0,0,0,0,0,0
2023-03-30,58,40,0,0,0,0,0,0,0
2023-03-31,12,9,4,3,0,0,0,0,0
2023-04-01,126,74,0,0,0,0,0,0,0
2023-04-02,8,6,0,0,0,0,0,0,0
2023-04-03,12,10,0,0,0,0,0,0,0
2023-04-04,18,8,0,0,0,0,0,0,0
2023-04-05,16,15,0,0,0,0,0,0,0
2023-04-06,6,6,0,0,0,0,0,0,0
2023-04-07,6,5,0,0,0,0,0,0,0
2023-04-08,18,18,0,0,0,0,0,0,0
2023-04-09,10,8,0,0,0,0,0,0,0
2023-04-10,20,12,0,0,3,1,0,0,0
2023-04-11,18,12,2,2,0,0,0,0,0
2023-04-12,6,6,0,0,0,0,0,0,0
2023-04-13,20,11,0,0,0,0,0,0,0
2023-04-14,6,6,0,0,0,0,0,0,0
2023-04-15,10,6,0,0,0,0,0,0,0
2023-04-16,26,8,0,0,0,0,0,0,0
2023-04-17,18,16,0,0,0,0,0,0,0
2023-04-18,4,4,0,0,0,0,0,0,0
2023-04-19,14,10,0,0,0,0,0,0,0
2023-04-20,6,6,0,0,0,0,0,0,0
2023-04-21,18,14,0,0,0,0,0,0,0
2023-04-22,10,4,0,0,0,0,0,0,0
2023-04-23,28,17,0,0,0,0,0,0,0
2023-04-24,12,6,0,0,0,0,0,0,0
2023-04-25,36,14,0,0,0,0,0,0,0
2023-04-26,14,9,2,2,0,0,0,0,0
2023-04-27,28,21,0,0,0,0,0,0,0
2023-04-28,18,13,2,2,0,0,0,0,0
2023-04-29,14,8,0,0,0,0,0,0,0
2023-04-30,8,8,0,0,0,0,0,0,0
2023-05-01,4,4,0,0,0,0,0,0,0
2023-05-02,14,10,0,0,0,0,0,0,0
2023-05-03,8,8,0,0,0,0,0,0,0
2023-05-04,32,24,0,0,0,0,0,0,0
2023-05-05,20,16,0,0,0,0,0,0,0
2023-05-06,6,6,0,0,0,0,0,0,0
2023-05-07,14,12,0,0,0,0,0,0,0
2023-05-08,16,14,0,0,0,0,0,0,0
2023-05-09,18,14,0,0,0,0,0,0,0
2023-05-10,23826,18590,1218,967,0,0,140,137,1
2023-05-11,29190,23941,1190,990,0,0,180,172,0
2023-05-12,2002,1588,72,66,0,0,14,14,0
2023-05-13,414,338,10,8,0,0,8,7,0
2023-05-14,254,219,18,8,0,0,1,1,0
2023-05-15,231,144,6,6,0,0,1,1,0
2023-05-16,152,110,8,8,0,0,0,0,0
2023-05-17,120,100,8,8,0,0,0,0,0
2023-05-18,120,95,4,4,0,0,1,1,0
2023-05-19,110,84,4,4,0,0,0,0,0
2023-05-20,68,61,2,2,0,0,1,1,0
2023-05-21,56,50,0,0,0,0,0,0,0
2023-05-22,118,68,6,6,0,0,0,0,0
2023-05-23,84,60,6,6,0,0,0,0,0
2023-05-24,88,53,2,2,0,0,1,1,0
2023-05-25,94,71,0,0,0,0,0,0,0
2023-05-26,72,58,0,0,0,0,0,0,0
2023-05-27,30,30,2,2,0,0,0,0,0
2023-05-28,54,43,0,0,0,0,0,0,0
2023-05-29,64,48,0,0,0,0,0,0,0
2023-05-30,58,51,2,2,0,0,0,0,0
2023-05-31,30,29,4,4,0,0,0,0,0
2023-06-01,40,31,4,4,0,0,0,0,0
2023-06-02,42,38,0,0,0,0,0,0,0
2023-06-03,48,33,4,4,0,0,0,0,0
2023-06-04,36,32,0,0,0,0,0,0,0
2023-06-05,34,33,0,0,0,0,1,1,0
2023-06-06,42,36,4,2,0,0,0,0,0
2023-06-07,52,43,2,2,0,0,0,0,0
2023-06-08,48,31,0,0,0,0,1,1,0
2023-06-09,60,50,8,4,0,0,0,0,0
2023-06-10,38,34,2,2,0,0,0,0,0
2023-06-11,22,18,2,2,0,0,1,1,0
2023-06-12,50,35,4,4,0,0,0,0,0
2023-06-13,38,32,0,0,0,0,0,0,0
2023-06-14,34,23,2,2,0,0,0,0,0
2023-06-15,48,43,0,0,0,0,0,0,0
2023-06-16,20,18,0,0,0,0,0,0,0
2023-06-17,34,28,0,0,0,0,0,0,0
2023-06-18,28322,22590,1478,1201,0,0,54,50,1
2023-06-19,3234,2711,140,131,0,0,20,13,0
2023-06-20,810,619,42,33,1,1,3,3,0
2023-06-21,518,352,20,20,0,0,0,0,0
2023-06-22,1100,897,60,58,0,0,1,1,0
2023-06-23,232,127,8,8,0,0,1,1,0
2023-06-24,246,164,14,12,1,1,0,0,0
2023-06-25,304,188,20,18,0,0,0,0,0
2023-06-26,256,171,12,10,0,0,0,0,0
2023-06-27,346,230,24,21,0,0,1,1,0
2023-06-28,170,122,8,8,0,0,0,0,0
2023-06-29,152,113,8,8,0,0,1,1,0
2023-06-30,184,130,16,16,0,0,0,0,0
2023-07-01,194,100,10,6,0,0,1,1,0
2023-07-02,194,110,14,14,0,0,0,0,0
2023-07-03,286,200,24,16,0,0,0,0,0
2023-07-04,240,128,16,11,0,0,0,0,0
2023-07-05,164,108,6,6,0,0,0,0,0
2023-07-06,288,171,28,27,0,0,1,1,0
2023-07-07,164,107,12,10,0,0,0,0,0
2023-07-08,124,92,26,17,0,0,0,0,0
2023-07-09,158,108,6,6,0,0,0,0,0
2023-07-10,350,233,6,6,0,0,0,0,0
2023-07-11,238,126,6,6,0,0,0,0,0
2023-07-12,176,137,16,16,0,0,1,1,0
2023-07-13,146,116,6,4,0,0,0,0,0
2023-07-14,130,90,2,2,0,0,1,1,0
2023-07-15,136,85,12,12,0,0,1,1,0
2023-07-16,80,58,4,2,0,0,0,0,0
2023-07-17,194,123,8,6,0,0,0,0,0
2023-07-18,188,135,6,6,0,0,2,2,0
2023-07-19,152,102,10,10,0,0,0,0,0
2023-07-20,272,148,10,8,0,0,2,2,0
2023-07-21,224,144,16,14,1,1,1,1,0
2023-07-22,116,89,8,8,0,0,0,0,0
2023-07-23,154,102,6,6,0,0,0,0,0
2023-07-24,234,146,14,14,0,0,1,1,0
2023-07-25,246,151,20,20,0,0,0,0,0
2023-07-26,266,177,12,12,0,0,0,0,0
2023-07-27,518,322,38,34,0,0,0,0,0
2023-07-28,39864,28110,2086,1713,0,0,72,67,1
2023-07-29,6820,4284,346,283,0,0,11,11,0
2023-07-30,2502,1490,112,92,0,0,6,6,0
2023-07-31,966,706,44,40,0,0,4,3,0
2023-08-01,336,239,10,10,0,0,1,1,0
2023-08-02,163,128,2,2,0,0,1,1,0
2023-08-03,186,131,4,4,1,1,0,0,0
2023-08-04,132,112,6,6,0,0,0,0,0
2023-08-05,64,58,2,2,0,0,0,0,0
2023-08-06,46,33,4,4,0,0,0,0,0
2023-08-07,78,51,0,0,0,0,0,0,0
2023-08-08,94,63,6,6,0,0,0,0,0
2023-08-09,80,45,2,2,0,0,0,0,0
2023-08-10,68,56,4,4,0,0,0,0,0
2023-08-11,52,47,2,2,0,0,0,0,0
2023-08-12,48,35,2,2,0,0,0,0,0
2023-08-13,34,28,4,4,0,0,0,0,0
2023-08-14,38,38,0,0,0,0,0,0,0
2023-08-15,82,45,2,2,0,0,0,0,0
2023-08-16,38,27,0,0,0,0,0,0,0
2023-08-17,52,38,0,0,0,0,0,0,0
2023-08-18,38,36,0,0,0,0,0,0,0
2023-08-19,36,31,0,0,0,0,1,1,0
2023-08-20,54,47,0,0,0,0,0,0,0
2023-08-21,38,28,0,0,0,0,0,0,0
2023-08-22,56,40,2,2,0,0,1,1,0
2023-08-23,42,31,2,2,0,0,0,0,0
2023-08-24,26,23,4,4,0,0,0,0,0
2023-08-25,18,16,2,2,0,0,0,0,0
2023-08-26,36,32,0,0,0,0,0,0,0
2023-08-27,24,20,0,0,0,0,0,0,0
2023-08-28,50,31,2,2,0,0,0,0,0
2023-08-29,46,29,0,0,0,0,0,0,0
2023-08-30,30,24,2,2,0,0,0,0,0
2023-08-31,20,13,0,0,0,0,0,0,0
2023-09-01,30,23,0,0,0,0,0,0,0
2023-09-02,26,15,0,0,0,0,0,0,0
2023-09-03,54,34,4,4,0,0,0,0,0
2023-09-04,58,24,0,0,0,0,0,0,0
2023-09-05,36,29,0,0,0,0,0,0,0
2023-09-06,30,28,0,0,0,0,1,1,0
2023-09-07,54,40,2,2,0,0,0,0,0
2023-09-08,40,34,2,2,0,0,0,0,0
2023-09-09,40,25,0,0,0,0,0,0,0
2023-09-10,24,20,0,0,0,0,0,0,0
2023-09-11,40,28,2,2,0,0,0,0,0
2023-09-12,24,17,2,2,0,0,0,0,0
2023-09-13,18,16,0,0,0,0,0,0,0
2023-09-14,20,13,0,0,0,0,0,0,0
2023-09-15,18,14,0,0,0,0,0,0,0
2023-09-16,22,16,4,4,0,0,0,0,0
2023-09-17,28,23,0,0,0,0,0,0,0
2023-09-18,18,18,2,2,0,0,0,0,0
2023-09-19,22,17,0,0,0,0,0,0,0
2023-09-20,30,26,2,2,0,0,0,0,0
2023-09-21,14,12,0,0,0,0,0,0,0
2023-09-22,88,35,0,0,0,0,0,0,0
2023-09-23,34,23,0,0,0,0,0,0,0
2023-09-24,24,18,0,0,0,0,0,0,0
2023-09-25,102,27,0,0,0,0,0,0,0
2023-09-26,30,26,0,0,0,0,0,0,0
2023-09-27,38,31,2,2,0,0,0,0,0
2023-09-28,22,15,0,0,0,0,0,0,0
2023-09-29,30,22,0,0,0,0,0,0,0
2023-09-30,20,12,0,0,0,0,0,0,0
2023-10-01,8,8,0,0,0,0,0,0,0
2023-10-02,10,10,0,0,0,0,0,0,0
2023-10-03,12,10,0,0,0,0,0,0,0
2023-10-04,16,12,0,0,0,0,0,0,0
2023-10-05,32,17,2,2,0,0,0,0,0
2023-10-06,18,12,0,0,0,0,0,0,0
2023-10-07,8,8,0,0,0,0,0,0,0
2023-10-08,12,10,0,0,0,0,0,0,0
2023-10-09,38,19,0,0,0,0,0,0,0
2023-10-10,14,14,0,0,0,0,0,0,0
2023-10-11,60,22,2,2,0,0,0,0,0
2023-10-12,20,15,0,0,0,0,0,0,0
2023-10-13,30,28,0,0,0,0,0,0,0
2023-10-14,12,12,0,0,0,0,0,0,0
2023-10-15,14,10,0,0,0,0,0,0,0
2023-10-16,52,32,2,2,0,0,0,0,0
2023-10-17,24,17,2,2,0,0,0,0,0
2023-10-18,60,27,0,0,0,0,0,0,0
2023-10-19,22,19,0,0,0,0,0,0,0
2023-10-20,16,16,0,0,0,0,0,0,0
2023-10-21,14,11,0,0,0,0,0,0,0
2023-10-22,22,15,2,2,0,0,0,0,0
2023-10-23,16,14,0,0,0,0,0,0,0
2023-10-24,20,15,0,0,0,0,0,0,0
2023-10-25,18,17,2,2,0,0,0,0,0
2023-10-26,40,21,0,0,0,0,0,0,0
2023-10-27,16,12,0,0,0,0,0,0,0
2023-10-28,26,26,0,0,0,0,0,0,0
2023-10-29,12,10,0,0,0,0,0,0,0
2023-10-30,20,19,2,2,0,0,0,0,0
2023-10-31,24,20,0,0,0,0,0,0,0
2023-11-01,12,12,0,0,0,0,0,0,0
2023-11-02,26,24,0,0,0,0,0,0,0
2023-11-03,20,16,0,0,0,0,0,0,0
2023-11-04,20,16,0,0,0,0,0,0,0
2023-11-05,8,8,0,0,0,0,0,0,0
2023-11-06,22,12,0,0,0,0,0,0,0
2023-11-07,6,6,0,0,0,0,0,0,0
2023-11-08,18,18,0,0,0,0,0,0,0
2023-11-09,12,12,0,0,0,0,0,0,0
2023-11-10,18,14,0,0,0,0,0,0,0
2023-11-11,6,6,2,2,0,0,0,0,0
2023-11-12,8,8,0,0,0,0,0,0,0
2023-11-13,12,9,0,0,0,0,0,0,0
2023-11-14,6,6,0,0,0,0,0,0,0
2023-11-15,18,15,0,0,0,0,1,1,0
2023-11-16,4,4,0,0,0,0,0,0,0
2023-11-17,10,8,0,0,0,0,0,0,0
2023-11-18,18,14,0,0,0,0,0,0,0
2023-11-19,8,7,0,0,0,0,0,0,0
2023-11-20,32,21,0,0,0,0,0,0,0
2023-11-21,14,10,0,0,0,0,0,0,0
2023-11-22,28,15,2,2,0,0,0,0,0
2023-11-23,8,8,0,0,0,0,0,0,0
2023-11-24,30,17,6,5,0,0,1,1,0
2023-11-25,6,6,0,0,0,0,0,0,0
2023-11-26,18,15,2,2,0,0,0,0,0
2023-11-27,8,7,0,0,0,0,0,0,0
2023-11-28,14,14,0,0,0,0,0,0,0
2023-11-29,28,15,0,0,0,0,0,0,0
2023-11-30,28,26,0,0,0,0,0,0,0
2023-12-01,18,12,0,0,0,0,0,0,0
2023-12-02,8,8,0,0,0,0,0,0,0
2023-12-03,6,6,0,0,0,0,0,0,0
2023-12-04,16,15,0,0,0,0,1,1,0
2023-12-05,24,17,0,0,0,0,0,0,0
2023-12-06,32,22,0,0,0,0,0,0,0
2023-12-07,28,18,0,0,0,0,0,0,0
